orden_id;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
105758PO99A;76001;Cali;Valle del cauca
14289PM51A;52001;Pasto;Nariño
4196PP41A;52210;Contadero;Nariño
95230PQ50A;52323;Gualmatan;Nariño
41764PP66A;54001;Cucuta;Norte de santander
45546PO20A;52051;Arboleda;Nariño
12584PO72A;5001;Medellin;Antioquia
46736PT57A;11001;Bogota d.c.;Bogota d.c.
70022PQ38A;52381;La florida;Nariño
76604PG11A;52323;Gualmatan;Nariño
41571PM23A;52207;Consaca;Nariño
107879PA39A;66001;Pereira;Risaralda
63784PP97A;52435;Mallama;Nariño
38448PS49A;52435;Mallama;Nariño
50195PG20A;50006;Acacias;Meta
74254PC82A;5001;Medellin;Antioquia
44057PK95A;52210;Contadero;Nariño
75635PO45A;70001;Sincelejo;Sucre
105360PR89A;52560;Potosi;Nariño
25194PB30A;25001;Agua de dios;Cundinamarca
78344PO56A;50001;Villavicencio;Meta
75003PK78A;52473;Mosquera;Nariño
16372PE38A;52418;Los andes;Nariño
49860PB28A;5001;Medellin;Antioquia
90931PC83A;13001;Cartagena;Bolivar
107645PE37B;66001;Pereira;Risaralda
92312PC79A;52427;Magui;Nariño
19886PP30B;52418;Los andes;Nariño
21063PC70A;52490;Olaya herrera;Nariño
79018PC17A;70001;Sincelejo;Sucre
24325PB58A;66001;Pereira;Risaralda
55105PR24A;63001;Armenia;Quindio
111373PQ33A;66001;Pereira;Risaralda
106521PP97A;50683;San juan de arama;Meta
51540PP18B;95001;San jose del guaviare;Guaviare
75624PS35A;5001;Medellin;Antioquia
100390PK37A;52411;Linares;Nariño
64396PS77A;52480;Nariño;Nariño
82592PQ96F;50006;Acacias;Meta
32706PF82A;52323;Gualmatan;Nariño
46361PT57A;15001;Tunja;Boyaca
56598PR83A;91001;Leticia;Amazonas
46124PD52A;23001;Monteria;Cordoba
11915PM71A;52565;Providencia;Nariño
53810PH70A;17001;Manizales;Caldas
68066PM63A;70001;Sincelejo;Sucre
52605PK11A;81001;Arauca;Arauca
32928PP13A;52405;Leiva;Nariño
1548PG16A;97001;Mitu;Vaupes
89198PI70C;50683;San juan de arama;Meta
15538PO25A;23001;Monteria;Cordoba
9916PD16A;15001;Tunja;Boyaca
31063PT15A;76001;Cali;Valle del cauca
88826PO38A;52381;La florida;Nariño
1233PH51A;5004;Abriaqui;Antioquia
74283PS11A;52565;Providencia;Nariño
85997PB60A;52323;Gualmatan;Nariño
40011PA79A;54003;Abrego;Norte de santander
107998PS24A;52435;Mallama;Nariño
106809PI62A;17001;Manizales;Caldas
15047PS78A;91001;Leticia;Amazonas
84635PL47A;50001;Villavicencio;Meta
1599PF44A;66001;Pereira;Risaralda
81688PA74A;52399;La union;Nariño
86776PL27A;52390;La tola;Nariño
106298PR28A;19001;Popayan;Cauca
37874PC45A;5004;Abriaqui;Antioquia
95702PA56A;73001;Ibague;Tolima
11552PB29A;13006;Achi;Bolivar
46535PJ92A;85001;Yopal;Casanare
17424PS48A;94001;Inirida;Guainia
34465PD39A;52110;Buesaco;Nariño
93646PS26A;50683;San juan de arama;Meta
49492PA26A;50686;San juanito;Meta
32323PM66A;11001;Bogota d.c.;Bogota d.c.
43868PO73A;54001;Cucuta;Norte de santander
96909PH52A;5001;Medellin;Antioquia
84765PQ84A;52210;Contadero;Nariño
6366PS39A;50001;Villavicencio;Meta
93127PR85B;50006;Acacias;Meta
44502PL84A;11001;Bogota d.c.;Bogota d.c.
26905PF74A;5001;Medellin;Antioquia
42707PC70A;52203;Colon;Nariño
31393PK27A;66001;Pereira;Risaralda
63561PR83A;50686;San juanito;Meta
22379PQ40A;52240;Chachagui;Nariño
50522PT14A;50683;San juan de arama;Meta
53877PE61A;54001;Cucuta;Norte de santander
102501PQ93B;52405;Leiva;Nariño
74688PE71A;52381;La florida;Nariño
54549PQ26B;52323;Gualmatan;Nariño
83925PC44A;52323;Gualmatan;Nariño
56898PP35A;52565;Providencia;Nariño
13002PK44A;5002;Abejorral;Antioquia
35953PF75A;52079;Barbacoas;Nariño
10058PO78B;13006;Achi;Bolivar
23282PM24A;54003;Abrego;Norte de santander
106681PE27B;52323;Gualmatan;Nariño
46865PO24A;13006;Achi;Bolivar
105599PD93A;23001;Monteria;Cordoba
19876PB61B;52405;Leiva;Nariño
36037PQ45A;50001;Villavicencio;Meta
89022PL20A;85001;Yopal;Casanare
92705PF24A;68001;Bucaramanga;Santander
89469PC74A;50686;San juanito;Meta
31068PF91A;50686;San juanito;Meta
83538PG67A;17001;Manizales;Caldas
17058PC36A;50001;Villavicencio;Meta
34751PT35B;27001;Quibdo;Choco
40786PE67A;97001;Mitu;Vaupes
4860PK64A;52490;Olaya herrera;Nariño
85656PM52A;54003;Abrego;Norte de santander
85725PJ86A;52001;Pasto;Nariño
81040PH97A;54003;Abrego;Norte de santander
15212PP26A;52381;La florida;Nariño
87998PL18A;25001;Agua de dios;Cundinamarca
36138PF35A;52051;Arboleda;Nariño
31786PS23A;8001;Barranquilla;Atlantico
6578PI51A;70001;Sincelejo;Sucre
34689PN35A;52540;Policarpa;Nariño
29555PP31A;68001;Bucaramanga;Santander
684PP33A;50001;Villavicencio;Meta
65427PP55A;52565;Providencia;Nariño
91625PJ92A;94001;Inirida;Guainia
43737PQ62A;52480;Nariño;Nariño
52754PH44A;15001;Tunja;Boyaca
40596PD17A;91001;Leticia;Amazonas
109626PR24B;8001;Barranquilla;Atlantico
58754PK61A;70001;Sincelejo;Sucre
28029PI60A;50683;San juan de arama;Meta
103487PA27A;8001;Barranquilla;Atlantico
86821PD44B;18001;Florencia;Caqueta
92184PB31A;19001;Popayan;Cauca
73112PT60A;70001;Sincelejo;Sucre
69512PB92A;52480;Nariño;Nariño
33121PE27A;76001;Cali;Valle del cauca
90934PD55A;52323;Gualmatan;Nariño
64309PP16A;50686;San juanito;Meta
59427PR66A;52490;Olaya herrera;Nariño
66719PA59A;52480;Nariño;Nariño
72934PC74A;11001;Bogota d.c.;Bogota d.c.
107581PL78A;52210;Contadero;Nariño
47794PM92A;52427;Magui;Nariño
108632PQ19A;52565;Providencia;Nariño
30986PF93A;94001;Inirida;Guainia
20540PP80A;52051;Arboleda;Nariño
96420PH50A;81001;Arauca;Arauca
97189PC16A;54003;Abrego;Norte de santander
56410PN58A;52210;Contadero;Nariño
5169PO14A;85001;Yopal;Casanare
46024PH48A;91001;Leticia;Amazonas
81578PC43A;52210;Contadero;Nariño
82219PL50A;81001;Arauca;Arauca
92523PN71A;70001;Sincelejo;Sucre
106119PK24A;54003;Abrego;Norte de santander
39328PG96B;5002;Abejorral;Antioquia
18801PD54A;85001;Yopal;Casanare
11394PC62A;17001;Manizales;Caldas
53228PH19A;52110;Buesaco;Nariño
95795PJ47A;85001;Yopal;Casanare
43587PE40A;52427;Magui;Nariño
50024PK15A;17001;Manizales;Caldas
53146PT19A;44001;Riohacha;La guajira
56675PD28B;17001;Manizales;Caldas
35243PC84A;52110;Buesaco;Nariño
83761PP21A;17001;Manizales;Caldas
37647PE40C;50686;San juanito;Meta
42886PE62A;52051;Arboleda;Nariño
26840PI21A;66001;Pereira;Risaralda
51570PI59C;52480;Nariño;Nariño
111169PB63A;52480;Nariño;Nariño
70581PR76A;88001;San andres;San andres
30684PS29A;52210;Contadero;Nariño
46022PQ69A;95001;San jose del guaviare;Guaviare
61535PK66A;52565;Providencia;Nariño
55465PA44A;19001;Popayan;Cauca
91066PR89A;11001;Bogota d.c.;Bogota d.c.
99272PJ82A;25001;Agua de dios;Cundinamarca
73349PO57A;15001;Tunja;Boyaca
20312PJ67A;52399;La union;Nariño
4051PK63A;52411;Linares;Nariño
72079PL80A;52480;Nariño;Nariño
40591PB58A;18001;Florencia;Caqueta
100820PJ97A;52323;Gualmatan;Nariño
61639PH78A;50686;San juanito;Meta
70179PO47A;70001;Sincelejo;Sucre
51507PE57A;17001;Manizales;Caldas
110278PM15B;52356;Ipiales;Nariño
54316PP71A;81001;Arauca;Arauca
16703PG96A;66001;Pereira;Risaralda
617PM51A;8001;Barranquilla;Atlantico
12831PT87A;97001;Mitu;Vaupes
52652PT27A;70001;Sincelejo;Sucre
69327PO14A;52051;Arboleda;Nariño
21105PN37B;23001;Monteria;Cordoba
53993PT53B;66001;Pereira;Risaralda
46878PT53A;50006;Acacias;Meta
58100PF62A;20001;Valledupar;Cesar
89978PE85A;54001;Cucuta;Norte de santander
67853PB84A;50006;Acacias;Meta
1674PL22A;91001;Leticia;Amazonas
96834PQ47B;95001;San jose del guaviare;Guaviare
3358PH83A;50686;San juanito;Meta
83719PC96A;52378;La cruz;Nariño
81501PD12B;50001;Villavicencio;Meta
41252PI38A;54003;Abrego;Norte de santander
81044PP99A;50686;San juanito;Meta
96370PT49A;52083;Belen;Nariño
74308PF36A;91001;Leticia;Amazonas
8217PL28A;76001;Cali;Valle del cauca
45757PC86A;52323;Gualmatan;Nariño
23858PS61A;50683;San juan de arama;Meta
87589PF40A;54003;Abrego;Norte de santander
61539PB23A;54003;Abrego;Norte de santander
102395PL57B;19001;Popayan;Cauca
105474PJ36D;52207;Consaca;Nariño
55319PK80A;52079;Barbacoas;Nariño
66452PM70A;95001;San jose del guaviare;Guaviare
66623PF35A;18001;Florencia;Caqueta
106250PP65A;27001;Quibdo;Choco
102915PM85A;54003;Abrego;Norte de santander
59987PJ84B;50686;San juanito;Meta
104072PT63A;52083;Belen;Nariño
96981PL75A;52323;Gualmatan;Nariño
85207PK16A;52427;Magui;Nariño
53108PL14A;52356;Ipiales;Nariño
42421PB80A;70001;Sincelejo;Sucre
42737PT83B;54001;Cucuta;Norte de santander
7005PH13A;8001;Barranquilla;Atlantico
68909PT70A;17001;Manizales;Caldas
7633PD94B;8001;Barranquilla;Atlantico
69492PR15A;52427;Magui;Nariño
11880PN86A;23001;Monteria;Cordoba
23030PI34A;70001;Sincelejo;Sucre
41033PM29C;81001;Arauca;Arauca
36827PC96A;50006;Acacias;Meta
94635PT28A;52323;Gualmatan;Nariño
1616PG64A;52490;Olaya herrera;Nariño
22407PI77A;8001;Barranquilla;Atlantico
97413PK16A;85001;Yopal;Casanare
64944PO41A;52411;Linares;Nariño
93332PP53A;54003;Abrego;Norte de santander
76425PG93A;50686;San juanito;Meta
23515PR14A;68001;Bucaramanga;Santander
101470PO62A;23001;Monteria;Cordoba
14864PE35A;17001;Manizales;Caldas
49181PH36A;94001;Inirida;Guainia
1353PE55A;85001;Yopal;Casanare
49061PD41A;66001;Pereira;Risaralda
48794PP57A;52565;Providencia;Nariño
68759PN31A;11001;Bogota d.c.;Bogota d.c.
85693PL32A;44001;Riohacha;La guajira
81343PJ36B;52435;Mallama;Nariño
6134PB76B;18001;Florencia;Caqueta
54175PB75A;76001;Cali;Valle del cauca
84228PT46A;52203;Colon;Nariño
67872PR33A;52323;Gualmatan;Nariño
33866PO30A;54001;Cucuta;Norte de santander
106510PN88A;11001;Bogota d.c.;Bogota d.c.
14267PL16A;66001;Pereira;Risaralda
57518PO32A;52405;Leiva;Nariño
74417PJ10A;91001;Leticia;Amazonas
85893PC13A;5002;Abejorral;Antioquia
40711PN77A;25001;Agua de dios;Cundinamarca
35764PA42A;52323;Gualmatan;Nariño
15502PF35B;54003;Abrego;Norte de santander
32500PR17A;85001;Yopal;Casanare
34247PP35A;52540;Policarpa;Nariño
53099PT65A;50006;Acacias;Meta
4151PH64A;54003;Abrego;Norte de santander
103412PO72C;50001;Villavicencio;Meta
102051PE33A;50006;Acacias;Meta
12534PQ31A;73001;Ibague;Tolima
101294PG31A;54003;Abrego;Norte de santander
112470PS66A;95001;San jose del guaviare;Guaviare
35900PD66A;50006;Acacias;Meta
40933PG53A;52399;La union;Nariño
59491PG79A;52435;Mallama;Nariño
74245PI10A;52399;La union;Nariño
22903PR84A;50683;San juan de arama;Meta
17940PR80A;52203;Colon;Nariño
88093PK81A;5002;Abejorral;Antioquia
11281PN72A;52051;Arboleda;Nariño
18302PL58A;52473;Mosquera;Nariño
95734PG46A;52083;Belen;Nariño
38815PI90A;50686;San juanito;Meta
44681PC46A;52565;Providencia;Nariño
37368PH77A;52411;Linares;Nariño
52940PO41A;8001;Barranquilla;Atlantico
19029PK39A;66001;Pereira;Risaralda
76796PC25A;86001;Mocoa;Putumayo
31784PK33A;5001;Medellin;Antioquia
61762PA15A;54003;Abrego;Norte de santander
53261PL16A;52356;Ipiales;Nariño
61623PK73A;8001;Barranquilla;Atlantico
31260PM37A;52110;Buesaco;Nariño
49158PM38A;17001;Manizales;Caldas
100937PD36A;52565;Providencia;Nariño
15003PA71A;52540;Policarpa;Nariño
3736PD55B;52435;Mallama;Nariño
86087PJ62C;68001;Bucaramanga;Santander
67400PS41C;76001;Cali;Valle del cauca
64644PD48A;13006;Achi;Bolivar
9447PI36A;54003;Abrego;Norte de santander
23526PD99A;50686;San juanito;Meta
95664PK96A;52411;Linares;Nariño
54929PF81A;52001;Pasto;Nariño
9183PL55A;76001;Cali;Valle del cauca
10646PJ26A;5001;Medellin;Antioquia
46899PG33A;52210;Contadero;Nariño
34883PB74A;52427;Magui;Nariño
15994PN13A;52418;Los andes;Nariño
111368PP83A;50001;Villavicencio;Meta
37471PO43A;52427;Magui;Nariño
66880PD71A;50006;Acacias;Meta
14141PQ62A;18001;Florencia;Caqueta
101644PF25A;52405;Leiva;Nariño
93322PL56A;5002;Abejorral;Antioquia
94933PB90A;52203;Colon;Nariño
18745PL62A;50006;Acacias;Meta
84895PK58A;52381;La florida;Nariño
99668PI59A;50001;Villavicencio;Meta
96090PB24A;95001;San jose del guaviare;Guaviare
26540PR84A;52405;Leiva;Nariño
7159PO27A;50001;Villavicencio;Meta
29774PK87A;52203;Colon;Nariño
44751PM16A;52480;Nariño;Nariño
15256PO65A;52323;Gualmatan;Nariño
77986PN63A;13006;Achi;Bolivar
22521PI29A;52473;Mosquera;Nariño
30558PN97A;5001;Medellin;Antioquia
62324PO49A;94001;Inirida;Guainia
89564PM36A;52506;Ospina;Nariño
99770PK24A;52323;Gualmatan;Nariño
38169PI57A;44001;Riohacha;La guajira
9441PS37A;20001;Valledupar;Cesar
92239PG10C;19001;Popayan;Cauca
25655PK66A;52051;Arboleda;Nariño
2701PD87A;73001;Ibague;Tolima
24435PB82A;54003;Abrego;Norte de santander
45522PC92F;5001;Medellin;Antioquia
16282PE84B;52473;Mosquera;Nariño
4025PK25A;66001;Pereira;Risaralda
3710PM48A;23001;Monteria;Cordoba
49985PI40C;50001;Villavicencio;Meta
89117PF97A;68001;Bucaramanga;Santander
29541PH50A;52399;La union;Nariño
103494PB16A;50683;San juan de arama;Meta
54809PL54A;52565;Providencia;Nariño
3835PO21A;94001;Inirida;Guainia
81580PG80A;52411;Linares;Nariño
94502PS63A;54003;Abrego;Norte de santander
75327PA76A;76001;Cali;Valle del cauca
108931PC48B;50683;San juan de arama;Meta
9901PH56A;52427;Magui;Nariño
56310PM94A;63001;Armenia;Quindio
41578PH45A;52207;Consaca;Nariño
60835PQ51A;52079;Barbacoas;Nariño
23904PI39B;52381;La florida;Nariño
95164PF93A;13001;Cartagena;Bolivar
80976PG89A;52405;Leiva;Nariño
92267PI95A;52110;Buesaco;Nariño
32699PN86A;50006;Acacias;Meta
103787PK20A;17001;Manizales;Caldas
86521PF74A;52540;Policarpa;Nariño
105696PH77A;50001;Villavicencio;Meta
34453PO59A;23001;Monteria;Cordoba
108720PM12A;52399;La union;Nariño
14515PA25A;52083;Belen;Nariño
72981PJ26A;50006;Acacias;Meta
77334PL45A;52399;La union;Nariño
88714PL29A;50683;San juan de arama;Meta
20166PC49A;76001;Cali;Valle del cauca
83675PQ40A;85001;Yopal;Casanare
72217PN32A;5002;Abejorral;Antioquia
105933PT77A;54003;Abrego;Norte de santander
42394PM52A;52210;Contadero;Nariño
31792PR84A;5002;Abejorral;Antioquia
69473PR87A;11001;Bogota d.c.;Bogota d.c.
64326PB46A;50686;San juanito;Meta
49179PL61A;13006;Achi;Bolivar
74991PS44A;8001;Barranquilla;Atlantico
67356PD33A;54003;Abrego;Norte de santander
82825PR53A;50006;Acacias;Meta
19688PG70A;52381;La florida;Nariño
67263PD29A;52473;Mosquera;Nariño
107676PB22F;50006;Acacias;Meta
18463PM85C;91001;Leticia;Amazonas
59298PQ46A;50006;Acacias;Meta
64117PE27A;50006;Acacias;Meta
99929PJ42A;50001;Villavicencio;Meta
78101PC97A;52435;Mallama;Nariño
75334PN46A;50001;Villavicencio;Meta
53018PN14A;50001;Villavicencio;Meta
18374PM45A;85001;Yopal;Casanare
77832PK27A;50006;Acacias;Meta
37605PR55A;86001;Mocoa;Putumayo
13177PE91A;70001;Sincelejo;Sucre
101385PJ98A;19001;Popayan;Cauca
25907PB34A;50006;Acacias;Meta
56857PO40A;52323;Gualmatan;Nariño
34497PN62A;13006;Achi;Bolivar
46030PS48A;50001;Villavicencio;Meta
86996PF64A;52203;Colon;Nariño
72320PA61A;91001;Leticia;Amazonas
75123PO11A;54003;Abrego;Norte de santander
30053PB18A;95001;San jose del guaviare;Guaviare
109132PI41A;76001;Cali;Valle del cauca
4840PJ43B;70001;Sincelejo;Sucre
99745PL13A;52203;Colon;Nariño
24394PN59A;70001;Sincelejo;Sucre
106969PT26A;5002;Abejorral;Antioquia
25200PA59A;8001;Barranquilla;Atlantico
100522PP61A;52381;La florida;Nariño
12739PT37A;76001;Cali;Valle del cauca
90171PD61A;52001;Pasto;Nariño
2261PK93A;52323;Gualmatan;Nariño
92657PC55A;50683;San juan de arama;Meta
57365PE57A;50001;Villavicencio;Meta
26394PB21A;52490;Olaya herrera;Nariño
19117PS99A;50686;San juanito;Meta
55070PM57B;50683;San juan de arama;Meta
76922PK97A;52323;Gualmatan;Nariño
3721PS64A;76001;Cali;Valle del cauca
105707PE38A;52381;La florida;Nariño
35802PJ97A;17001;Manizales;Caldas
32179PG45A;66001;Pereira;Risaralda
87192PM27A;52480;Nariño;Nariño
70229PB27A;52480;Nariño;Nariño
10383PN87A;52385;La llanada;Nariño
103885PD50B;52473;Mosquera;Nariño
78495PC32B;17001;Manizales;Caldas
63614PN35A;52405;Leiva;Nariño
91005PI46A;27001;Quibdo;Choco
42473PK29A;52520;Francisco pizarro;Nariño
106455PO62A;44001;Riohacha;La guajira
95063PC25A;52490;Olaya herrera;Nariño
54691PJ67A;5002;Abejorral;Antioquia
105580PS64A;50006;Acacias;Meta
83899PE44A;97001;Mitu;Vaupes
9354PJ60A;50686;San juanito;Meta
24677PA97B;19001;Popayan;Cauca
9152PB32A;66001;Pereira;Risaralda
16835PN83A;52411;Linares;Nariño
65334PI29A;52405;Leiva;Nariño
98017PS63A;94001;Inirida;Guainia
24896PC48A;52473;Mosquera;Nariño
76673PA46A;52356;Ipiales;Nariño
18379PD12A;19001;Popayan;Cauca
53974PE14A;50006;Acacias;Meta
4638PQ72A;50683;San juan de arama;Meta
95964PK51C;17001;Manizales;Caldas
52310PM66A;66001;Pereira;Risaralda
111470PH16A;13001;Cartagena;Bolivar
93755PS31A;54003;Abrego;Norte de santander
84090PJ27A;50683;San juan de arama;Meta
30049PP25A;52079;Barbacoas;Nariño
35505PR19A;85001;Yopal;Casanare
87810PJ58A;52203;Colon;Nariño
73960PR38A;52210;Contadero;Nariño
49971PA45A;66001;Pereira;Risaralda
44065PC65A;76001;Cali;Valle del cauca
107893PH36C;52323;Gualmatan;Nariño
6706PD56A;52001;Pasto;Nariño
34231PB36A;52435;Mallama;Nariño
33957PP76A;13006;Achi;Bolivar
61330PI30A;17001;Manizales;Caldas
49311PD40A;66001;Pereira;Risaralda
83311PN50A;52473;Mosquera;Nariño
103467PE11A;76001;Cali;Valle del cauca
40400PO85A;50683;San juan de arama;Meta
20878PJ72A;85001;Yopal;Casanare
43718PG56A;76001;Cali;Valle del cauca
54131PJ53A;52323;Gualmatan;Nariño
62154PD15A;52051;Arboleda;Nariño
72535PC80E;52378;La cruz;Nariño
88533PS10A;5002;Abejorral;Antioquia
66043PH45A;54003;Abrego;Norte de santander
56929PA11B;8001;Barranquilla;Atlantico
86327PB53A;52473;Mosquera;Nariño
43195PN67A;52411;Linares;Nariño
42971PS38A;52480;Nariño;Nariño
75646PI31A;88001;San andres;San andres
36873PO26A;5001;Medellin;Antioquia
57291PD93D;52405;Leiva;Nariño
8673PP50A;73001;Ibague;Tolima
6686PT62A;68001;Bucaramanga;Santander
53447PH37B;94001;Inirida;Guainia
30700PP97A;52540;Policarpa;Nariño
102118PB79A;18001;Florencia;Caqueta
30447PD94B;68001;Bucaramanga;Santander
88206PJ16A;13006;Achi;Bolivar
91867PL78B;50001;Villavicencio;Meta
41960PH33A;27001;Quibdo;Choco
81035PN50A;95001;San jose del guaviare;Guaviare
15949PE77A;52323;Gualmatan;Nariño
89037PP30B;50686;San juanito;Meta
49518PA38A;8001;Barranquilla;Atlantico
25727PN98B;73001;Ibague;Tolima
85112PS45A;52203;Colon;Nariño
27449PD42A;54003;Abrego;Norte de santander
100903PG74A;52385;La llanada;Nariño
71714PN88A;81001;Arauca;Arauca
75755PF98A;66001;Pereira;Risaralda
13771PE83A;68001;Bucaramanga;Santander
20671PH99A;52210;Contadero;Nariño
2906PJ99A;20001;Valledupar;Cesar
4951PK33B;68001;Bucaramanga;Santander
42231PL59A;52210;Contadero;Nariño
86480PI31A;13006;Achi;Bolivar
71979PD51A;52203;Colon;Nariño
85605PI42B;52385;La llanada;Nariño
42976PN56A;52411;Linares;Nariño
76142PE27A;97001;Mitu;Vaupes
67315PG48C;27001;Quibdo;Choco
104769PT63A;94001;Inirida;Guainia
33089PC38A;50001;Villavicencio;Meta
42953PE20A;54003;Abrego;Norte de santander
100397PM41A;52411;Linares;Nariño
79665PH13A;54003;Abrego;Norte de santander
75058PE61A;19001;Popayan;Cauca
52789PG36A;20001;Valledupar;Cesar
88289PA13A;52540;Policarpa;Nariño
39443PC88A;52207;Consaca;Nariño
97480PS33A;52473;Mosquera;Nariño
26738PB85A;66001;Pereira;Risaralda
24556PJ60B;23001;Monteria;Cordoba
68113PQ34A;20001;Valledupar;Cesar
60618PR16A;66001;Pereira;Risaralda
89805PP85A;44001;Riohacha;La guajira
85827PS46B;95001;San jose del guaviare;Guaviare
46042PF74A;66001;Pereira;Risaralda
85980PD14A;70001;Sincelejo;Sucre
80499PA65A;52490;Olaya herrera;Nariño
97233PE34A;52323;Gualmatan;Nariño
28015PO52A;25001;Agua de dios;Cundinamarca
22203PR39A;52418;Los andes;Nariño
98588PJ95A;50001;Villavicencio;Meta
45829PF63A;76001;Cali;Valle del cauca
82276PR45A;97001;Mitu;Vaupes
5021PN66B;8001;Barranquilla;Atlantico
35425PE37A;52411;Linares;Nariño
48314PN68A;52435;Mallama;Nariño
3756PJ42B;76001;Cali;Valle del cauca
56025PC66A;76001;Cali;Valle del cauca
34605PT59B;50686;San juanito;Meta
105865PE19A;15001;Tunja;Boyaca
60113PF53A;50001;Villavicencio;Meta
5796PC82A;52203;Colon;Nariño
52972PB21A;85001;Yopal;Casanare
60000PB53A;50001;Villavicencio;Meta
11695PQ49A;52210;Contadero;Nariño
13018PM76A;88001;San andres;San andres
55267PG71A;13006;Achi;Bolivar
61327PT73A;27001;Quibdo;Choco
9076PC24A;54001;Cucuta;Norte de santander
41785PL41A;52480;Nariño;Nariño
11317PA63A;52540;Policarpa;Nariño
103006PA22A;23001;Monteria;Cordoba
5233PM49B;50006;Acacias;Meta
20142PQ21A;52399;La union;Nariño
106477PA42B;63001;Armenia;Quindio
111126PB26A;52385;La llanada;Nariño
54800PM79A;52356;Ipiales;Nariño
82624PK20B;54003;Abrego;Norte de santander
56315PR30B;27006;Acandi;Choco
88921PK10A;50006;Acacias;Meta
91724PG60A;66001;Pereira;Risaralda
49970PT23A;19001;Popayan;Cauca
107103PT63A;17001;Manizales;Caldas
82379PK46A;52356;Ipiales;Nariño
40928PM84A;70001;Sincelejo;Sucre
145PP69A;52427;Magui;Nariño
79413PN29A;52480;Nariño;Nariño
1592PH26A;52385;La llanada;Nariño
76910PQ75A;50683;San juan de arama;Meta
100957PH23B;50006;Acacias;Meta
17370PE42A;68001;Bucaramanga;Santander
64445PA28A;23001;Monteria;Cordoba
84076PL32A;97001;Mitu;Vaupes
12040PM57A;5001;Medellin;Antioquia
6799PK77B;17001;Manizales;Caldas
55712PJ23A;52405;Leiva;Nariño
45035PA22A;52203;Colon;Nariño
82922PN48A;66001;Pereira;Risaralda
109406PI70A;52051;Arboleda;Nariño
52325PT76A;52565;Providencia;Nariño
41754PF98B;27001;Quibdo;Choco
45914PS13A;19001;Popayan;Cauca
93075PK51A;44001;Riohacha;La guajira
72464PH11E;50001;Villavicencio;Meta
97947PE80A;27006;Acandi;Choco
25013PQ40A;52323;Gualmatan;Nariño
98528PQ16E;52427;Magui;Nariño
7183PR61A;66001;Pereira;Risaralda
14380PR61C;52411;Linares;Nariño
85166PK67A;17001;Manizales;Caldas
24344PG42A;52210;Contadero;Nariño
48276PD94B;50001;Villavicencio;Meta
21074PH83A;52520;Francisco pizarro;Nariño
16235PP56A;52427;Magui;Nariño
3694PM83A;68001;Bucaramanga;Santander
68482PK20A;54003;Abrego;Norte de santander
101734PI39A;52480;Nariño;Nariño
99619PN45A;52083;Belen;Nariño
13023PI42A;5002;Abejorral;Antioquia
18271PM23B;73001;Ibague;Tolima
20632PI88A;68001;Bucaramanga;Santander
93401PL60A;52210;Contadero;Nariño
107706PG71A;52427;Magui;Nariño
52931PA81A;52418;Los andes;Nariño
32353PK34A;50006;Acacias;Meta
8847PH37A;91001;Leticia;Amazonas
71222PA56A;5001;Medellin;Antioquia
90670PB32A;52435;Mallama;Nariño
20138PT36A;52473;Mosquera;Nariño
72463PS54C;5001;Medellin;Antioquia
96028PJ12B;18001;Florencia;Caqueta
111085PQ17A;52480;Nariño;Nariño
88172PB92A;52323;Gualmatan;Nariño
26859PN15A;27001;Quibdo;Choco
37135PN79A;52473;Mosquera;Nariño
87706PT94A;52490;Olaya herrera;Nariño
37319PJ92A;52210;Contadero;Nariño
77663PQ81A;52480;Nariño;Nariño
14458PL23B;19001;Popayan;Cauca
50839PH16B;52356;Ipiales;Nariño
79811PH12A;50006;Acacias;Meta
35963PN40B;97001;Mitu;Vaupes
34459PQ60A;52356;Ipiales;Nariño
44763PP52B;70001;Sincelejo;Sucre
23330PQ28A;91001;Leticia;Amazonas
90048PA44A;5001;Medellin;Antioquia
57625PJ60A;52480;Nariño;Nariño
6433PC37A;13006;Achi;Bolivar
42266PN19A;54003;Abrego;Norte de santander
92024PF88A;81001;Arauca;Arauca
2482PE46A;94001;Inirida;Guainia
35675PH73A;50001;Villavicencio;Meta
15328PR59A;52381;La florida;Nariño
95072PH15A;54003;Abrego;Norte de santander
7665PK98A;70001;Sincelejo;Sucre
51579PT98A;52210;Contadero;Nariño
62745PP88A;52385;La llanada;Nariño
90638PC22A;23001;Monteria;Cordoba
24947PL33A;76001;Cali;Valle del cauca
36695PH12A;52435;Mallama;Nariño
15870PI33A;50683;San juan de arama;Meta
77235PN28A;8001;Barranquilla;Atlantico
77PG60B;52411;Linares;Nariño
97043PK49A;50006;Acacias;Meta
56306PR20A;85001;Yopal;Casanare
102988PH90A;50006;Acacias;Meta
1685PS57A;8001;Barranquilla;Atlantico
79311PT37A;23001;Monteria;Cordoba
85894PK25A;94001;Inirida;Guainia
153PM25B;11001;Bogota d.c.;Bogota d.c.
87693PR93A;13001;Cartagena;Bolivar
65530PG29A;17001;Manizales;Caldas
36991PO55A;8001;Barranquilla;Atlantico
98794PF45A;52323;Gualmatan;Nariño
61704PH72B;52473;Mosquera;Nariño
60471PD69A;17001;Manizales;Caldas
18175PT71A;52356;Ipiales;Nariño
112625PC20A;52427;Magui;Nariño
88751PN36A;50006;Acacias;Meta
103780PK40A;52411;Linares;Nariño
