orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
94842PD81A;A;PD81;VE5926;25/10/2017 18:05;67.92;22.96;Celulares;32;31;7;672;31;25;22
53102PA27A;A;PA27;VE5346;02/11/2017 7:10;229.74;17.32;Electrodomésticos;16;26;26;710;30;23;19
33167PC19A;A;PC19;VE2068;02/06/2018 11:15;58.62;38.95;Ropa infantil;15;10;6;684;15;10;14
94300PH34A;A;PH34;VE6294;08/05/2018 16:46;5.44;6.08;Bebés ;34;15;35;1122;35;9;40
29867PB40A;A;PB40;VE3979;10/02/2018 10:26;68.94;0.85;Ropa de adultos;31;14;31;1534;35;35;20
88561PJ85A;A;PJ85;VE2980;17/10/2017 0:33;9.22;15.16;Mascotas;25;5;39;1463;17;14;15
25544PK46A;A;PK46;VE6936;04/01/2018 20:19;73.55;21.11;Deportes;19;38;13;1246;35;23;37
68436PA56A;A;PA56;VE1307;22/08/2017 4:53;194.11;15.13;Electrodomésticos;37;28;13;27;8;24;14
32440PD87A;A;PD87;VE2302;14/07/2017 21:56;147.88;4.19;Celulares;39;12;24;815;17;19;12
99936PI77A;A;PI77;VE1402;16/04/2018 2:09;52.86;0.79;Juguetes;31;7;22;441;47;27;34
111356PD18A;A;PD18;VE3582;25/06/2018 7:37;177.81;8.25;Celulares;27;26;15;835;10;17;3
9701PA22A;A;PA22;VE3840;09/10/2017 12:16;17.21;0.31;Electrodomésticos;24;27;36;325;52;21;10
95300PM88A;A;PM88;VE3276;26/08/2017 13:37;2.77;2.52;Ferretería;9;14;0;1567;39;34;37
91032PP56A;A;PP56;VE7066;04/11/2017 3:55;72.72;1.83;Licor;37;1;22;236;43;6;33
77830PI28A;A;PI28;VE7016;07/09/2017 9:17;2.47;9.29;Juguetes;13;18;16;3565;48;7;32
30069PK36A;A;PK36;VE9946;19/02/2018 5:01;13.75;6.1;Deportes;20;25;6;152;5;23;24
2229PO96A;A;PO96;VE4124;10/06/2018 7:59;50.2;0.81;Productos ecoamigables;19;26;21;910;17;20;49
60671PC38A;A;PC38;VE1307;22/05/2018 22:44;57.27;6.92;Ropa infantil;28;17;19;133;37;9;25
77658PL86A;A;PL86;VE6608;14/12/2017 12:38;150.37;0.22;Libros;38;12;10;1584;27;16;15
10847PB81A;A;PB81;VE6289;03/12/2017 2:46;95.25;1.57;Ropa de adultos;24;32;36;1605;13;24;19
23683PS60B;B;PS60;VE8494;05/09/2017 16:57;50.66;8.24;Carnicería;18;12;11;331;59;16;21
10543PD31B;B;PD31;VE9276;21/11/2017 17:48;99.78;60.38;Celulares;37;22;16;144;33;9;41
79947PC74A;A;PC74;VE1175;02/01/2018 8:45;16.99;9.44;Ropa infantil;35;30;9;85;74;26;18
88844PB27A;A;PB27;VE3582;01/05/2018 21:10;14.06;6.39;Ropa de adultos;29;40;34;2080;17;51;29
12362PP16A;A;PP16;VE6495;06/02/2018 23:41;95.16;6.73;Licor;30;26;37;182;39;24;28
108607PL81A;A;PL81;VE3858;05/08/2017 11:20;30.75;3.24;Libros;28;38;32;9719;28;24;30
110513PC60A;A;PC60;VE4813;12/04/2018 20:39;28.67;17.34;Ropa infantil;13;31;22;3778;43;9;13
63025PF43B;B;PF43;VE3768;12/02/2018 16:26;224.29;32.4;Muebles;19;32;6;1667;23;7;12
73196PN33A;A;PN33;VE5422;16/01/2018 20:40;104.41;11.16;Dormitorio;9;2;9;783;35;2;4
94314PP77A;A;PP77;VE4819;22/07/2017 0:30;60.74;59.11;Licor;15;32;32;2548;41;6;25
98280PS54I;I;PS54;VE8575;24/10/2017 7:22;37.76;48.18;Carnicería;24;10;26;5657;26;3;26
59883PN24A;A;PN24;VE7671;01/05/2018 4:42;111.53;19.13;Dormitorio;16;18;21;561;9;30;19
10629PH56B;B;PH56;VE3743;04/09/2017 19:46;150.04;7.24;Bebés ;25;16;20;5617;22;24;38
6529PC86A;A;PC86;VE2305;08/06/2018 18:39;215.02;1.36;Ropa infantil;33;17;11;376;21;15;10
63013PH97A;A;PH97;VE6289;01/04/2018 2:39;40.68;0.21;Bebés ;31;15;16;780;26;5;54
97072PR55A;A;PR55;VE3979;02/02/2018 10:48;178.37;20.63;Frutas y verduras;2;34;0;419;52;20;32
14531PT95B;B;PT95;VE3797;28/04/2018 20:42;1.1;34.91;Tarjetas regalo;3;7;22;663;22;39;12
5465PR56B;B;PR56;VE8511;07/06/2018 17:37;8.03;109.22;Frutas y verduras;25;38;23;4745;40;3;23
71559PS52A;A;PS52;VE5068;23/01/2018 21:19;111.16;59.5;Carnicería;11;11;24;5828;38;32;23
65118PQ12A;A;PQ12;VE9170;10/08/2017 19:58;223.16;10.92;Lácteos;19;3;0;2427;32;23;10
13195PN13A;A;PN13;VE2129;17/02/2018 5:43;5.04;27.26;Dormitorio;9;23;15;2192;41;13;32
21621PE35A;A;PE35;VE3342;31/07/2017 19:14;179.29;21.68;Tecnología;7;10;25;1799;26;20;22
63066PA30A;A;PA30;VE6541;02/12/2017 8:40;83.12;17.22;Electrodomésticos;29;39;16;85;35;12;25
32499PR14A;A;PR14;VE1019;22/02/2018 19:03;39.66;2.69;Frutas y verduras;22;38;10;1522;43;8;14
74913PF94A;A;PF94;VE2129;25/02/2018 12:48;168.44;1.99;Muebles;6;8;5;2479;45;4;28
60560PJ34A;A;PJ34;VE9912;29/11/2017 1:01;155.77;35.15;Mascotas;8;1;27;851;43;24;27
8794PB32A;A;PB32;VE8511;22/03/2018 19:26;86.41;5.75;Ropa de adultos;31;5;33;484;20;25;25
93721PE24A;A;PE24;VE3215;28/05/2018 23:54;41.79;41.26;Tecnología;32;17;16;1934;55;3;37
42947PT77A;A;PT77;VE4819;22/01/2018 22:17;22.98;5.7;Tarjetas regalo;37;28;15;2770;20;26;27
8161PO56A;A;PO56;VE7960;28/02/2018 14:17;192.48;4.19;Productos ecoamigables;29;10;17;7;12;7;11
71522PS63A;A;PS63;VE4502;17/10/2017 14:37;70.56;10.12;Carnicería;25;19;30;7515;15;44;13
99755PQ28A;A;PQ28;VE5445;01/05/2018 15:58;480.43;27.38;Lácteos;9;10;33;1356;25;31;28
26078PQ60A;A;PQ60;VE4819;05/01/2018 6:18;297.64;16.65;Lácteos;38;29;24;1706;13;33;4
21748PN25A;A;PN25;VE8568;17/06/2018 18:45;8.7;0.73;Dormitorio;29;0;37;1773;29;10;1
1915PK19A;A;PK19;VE3797;30/10/2017 14:59;147.5;1.05;Deportes;8;10;3;4943;66;43;6
72092PT56A;A;PT56;VE4446;29/10/2017 14:20;545.36;21.21;Tarjetas regalo;9;7;14;1745;1;10;28
62963PI97A;A;PI97;VE9864;11/02/2018 3:29;1.6;33.38;Juguetes;31;21;38;2544;19;30;27
103464PJ80A;A;PJ80;VE7066;24/12/2017 10:04;40.48;1.52;Mascotas;0;34;17;6250;16;3;11
63231PF95C;C;PF95;VE7211;04/02/2018 9:48;350.29;14;Muebles;17;24;39;1734;26;22;26
92811PS33B;B;PS33;VE9186;11/09/2017 1:41;25.54;1.95;Carnicería;22;16;30;4050;22;1;8
18579PD90A;A;PD90;VE3420;27/09/2017 9:10;106.06;2.35;Celulares;40;22;31;2655;58;37;6
1158PG82A;A;PG82;VE1206;02/05/2018 18:09;41.84;46.43;Salud;30;5;33;647;22;20;27
51945PD68A;A;PD68;VE3927;26/02/2018 10:09;32.17;15.34;Celulares;22;34;15;1501;45;7;33
22228PN98A;A;PN98;VE6535;30/10/2017 16:16;328.86;43.95;Dormitorio;25;5;20;3908;45;20;40
99912PN38A;A;PN38;VE4829;09/08/2017 23:10;326.51;17.55;Dormitorio;40;20;8;6;23;17;14
62960PC95A;A;PC95;VE3979;21/11/2017 18:38;12.67;39.23;Ropa infantil;26;3;25;1688;28;2;29
93056PI93A;A;PI93;VE3689;22/12/2017 3:15;58.75;21.87;Juguetes;34;36;14;1650;64;17;17
111432PA23A;A;PA23;VE3582;01/10/2017 13:23;84.45;12.96;Electrodomésticos;36;39;20;972;22;2;27
106767PE32B;B;PE32;VE3276;07/02/2018 13:23;101.2;17.66;Tecnología;10;29;10;3515;45;11;31
25322PB32A;A;PB32;VE5595;21/12/2017 17:42;2.31;12.6;Ropa de adultos;22;29;29;5639;62;3;18
107310PK93A;A;PK93;VE8975;17/05/2018 12:46;13.02;32.61;Deportes;39;12;23;5107;10;0;16
76622PR72C;C;PR72;VE5149;15/01/2018 6:40;124.62;2.79;Frutas y verduras;40;25;9;431;38;11;33
4148PO99A;A;PO99;VE7866;26/07/2017 14:49;91.17;17.49;Productos ecoamigables;7;14;0;843;47;7;44
98621PO75A;A;PO75;VE2740;04/04/2018 9:49;23.67;13.15;Productos ecoamigables;29;33;22;1730;46;19;14
36855PN31A;A;PN31;VE5389;01/09/2017 9:22;27.36;2.2;Dormitorio;3;30;31;1485;26;6;21
42785PN20A;A;PN20;VE3689;02/05/2018 0:12;55.29;0.41;Dormitorio;17;36;10;138;22;35;28
1617PP73A;A;PP73;VE5090;18/09/2017 10:09;13.08;5.34;Licor;26;27;30;907;51;13;23
36166PK65B;B;PK65;VE3840;14/04/2018 17:58;87.52;20.82;Deportes;33;16;27;2401;41;0;12
58683PO54A;A;PO54;VE1988;13/06/2018 13:03;438.47;4.68;Productos ecoamigables;30;3;2;1169;18;7;26
104521PR97A;A;PR97;VE9555;22/04/2018 15:47;500.04;46.33;Frutas y verduras;38;20;20;455;38;25;34
50485PA78A;A;PA78;VE3927;29/04/2018 14:26;14.86;2.85;Electrodomésticos;14;16;2;1810;38;23;9
42930PK56A;A;PK56;VE2942;24/12/2017 22:44;153.88;26.78;Deportes;21;33;12;2261;38;33;22
1009PD71A;A;PD71;VE8338;27/10/2017 22:49;149.59;30.36;Celulares;23;22;27;1161;33;42;22
64029PA21A;A;PA21;VE5595;12/02/2018 6:57;26.61;3.56;Electrodomésticos;11;26;37;2347;30;20;28
69794PA65A;A;PA65;VE6032;15/08/2017 22:33;141.18;61.25;Electrodomésticos;20;36;17;208;6;20;26
45841PF43A;A;PF43;VE3276;18/01/2018 15:34;347.2;3.11;Muebles;31;35;1;1999;26;3;30
53737PO50A;A;PO50;VE2233;16/06/2018 23:45;42.99;40.52;Productos ecoamigables;26;7;40;4949;51;7;27
52278PM49A;A;PM49;VE6936;26/05/2018 8:38;333.59;40.53;Ferretería;14;25;6;883;37;24;26
17906PE21A;A;PE21;VE8722;24/05/2018 7:58;94.68;2.44;Tecnología;35;14;30;530;5;16;26
12141PD23A;A;PD23;VE3979;28/04/2018 14:41;98.69;3.9;Celulares;33;39;13;2038;13;22;26
31135PE37A;A;PE37;VE1211;05/05/2018 1:53;72.09;10.87;Tecnología;24;19;9;857;40;26;29
83439PQ13A;A;PQ13;VE4454;17/04/2018 9:09;124.46;18.73;Lácteos;37;7;30;726;26;15;38
20557PR97A;A;PR97;VE1402;26/04/2018 1:45;457.68;13.31;Frutas y verduras;40;19;27;2196;11;26;9
35262PR72A;A;PR72;VE4179;18/07/2017 11:54;3.86;9.77;Frutas y verduras;8;30;38;1420;32;18;31
52474PK15A;A;PK15;VE7016;30/09/2017 10:32;150.19;9.66;Deportes;5;5;22;2571;39;18;36
54379PT59A;A;PT59;VE1504;01/03/2018 5:52;15.58;32.41;Tarjetas regalo;33;20;40;63;33;23;38
92324PJ20A;A;PJ20;VE1637;21/12/2017 2:04;60.88;3.5;Mascotas;34;13;7;5784;17;7;1
94375PO16A;A;PO16;VE2926;28/08/2017 1:12;55.55;19.39;Productos ecoamigables;1;20;23;1289;27;24;31
16756PJ37A;A;PJ37;VE7211;05/11/2017 3:57;13.49;2.1;Mascotas;11;27;34;453;13;21;31
86098PJ39A;A;PJ39;VE2302;14/04/2018 14:22;150.87;17.74;Mascotas;24;26;36;1011;17;32;17
70817PG94A;A;PG94;VE3880;10/01/2018 2:14;250.19;33.72;Salud;8;30;14;896;24;22;30
18912PE48A;A;PE48;VE8486;26/01/2018 17:41;47.2;33.8;Tecnología;28;8;31;1314;14;2;22
75087PF50A;A;PF50;VE1211;05/06/2018 8:08;42.01;1.46;Muebles;16;18;17;3388;86;7;15
48779PT67A;A;PT67;VE1290;12/03/2018 12:49;355.14;1.66;Tarjetas regalo;3;29;23;1109;18;29;27
93853PK81A;A;PK81;VE3087;06/10/2017 18:01;84.72;7.56;Deportes;27;12;34;4;24;11;25
78086PA93A;A;PA93;VE1307;08/12/2017 1:07;49.04;6.74;Electrodomésticos;14;25;38;729;5;26;7
105739PN59A;A;PN59;VE4179;20/03/2018 6:04;42.55;9.38;Dormitorio;29;36;3;3697;18;18;22
9PF16A;A;PF16;VE2056;06/11/2017 9:30;0.11;47.72;Muebles;26;24;5;1972;36;19;15
66111PB27A;A;PB27;VE5738;08/01/2018 16:06;24.96;3.22;Ropa de adultos;37;9;13;1146;54;5;20
25832PQ17B;B;PQ17;VE1266;18/11/2017 10:27;85.57;3.15;Lácteos;24;10;7;1924;45;12;12
58863PO58A;A;PO58;VE3087;11/12/2017 15:28;66.51;9.63;Productos ecoamigables;34;3;38;3102;34;23;7
45462PR80A;A;PR80;VE5588;09/02/2018 2:07;18.86;17.13;Frutas y verduras;2;18;17;1644;41;13;22
58312PG89A;A;PG89;VE2738;13/12/2017 6:35;31.02;4.53;Salud;32;37;25;4220;9;45;44
17725PG37A;A;PG37;VE1830;22/10/2017 21:49;237.31;5.53;Salud;31;3;27;510;35;13;30
78422PD38A;A;PD38;VE5926;27/02/2018 2:09;17.03;13.75;Celulares;1;37;12;2191;42;31;41
97967PN96A;A;PN96;VE3927;31/05/2018 14:39;96.16;4.15;Dormitorio;4;25;37;2745;60;13;23
65496PD81A;A;PD81;VE5926;08/10/2017 16:14;290.66;13.34;Celulares;34;19;38;331;51;21;30
52512PC91A;A;PC91;VE2456;18/05/2018 3:48;122.34;3.2;Ropa infantil;37;3;14;3414;24;9;2
46118PL73A;A;PL73;VE7882;13/08/2017 11:34;44.99;13.42;Libros;7;14;15;95;25;24;27
91480PK88A;A;PK88;VE2056;07/12/2017 6:53;133.62;10.18;Deportes;36;27;38;458;22;6;30
21271PC62A;A;PC62;VE8975;23/05/2018 3:20;218.22;12.08;Ropa infantil;14;22;32;310;22;0;16
3084PG52A;A;PG52;VE5473;19/12/2017 18:53;94.89;1.8;Salud;14;1;36;300;50;24;31
67310PO51A;A;PO51;VE3199;14/12/2017 15:21;20.53;51.35;Productos ecoamigables;13;1;2;2521;5;12;14
109458PA21A;A;PA21;VE8975;15/11/2017 16:16;314.04;0.2;Electrodomésticos;31;31;17;25;3;5;28
18553PM27B;B;PM27;VE5346;18/09/2017 10:45;56.49;9.91;Ferretería;5;24;26;1803;8;1;35
22976PC17A;A;PC17;VE6646;27/12/2017 12:44;518.01;28.41;Ropa infantil;20;24;11;1723;7;11;38
56658PC18A;A;PC18;VE7211;24/07/2017 8:35;62.3;35.88;Ropa infantil;9;5;40;1259;4;18;28
47462PN13A;A;PN13;VE2770;30/04/2018 13:58;41.52;19.24;Dormitorio;21;22;3;1079;17;18;35
77605PE94A;A;PE94;VE4333;27/03/2018 17:09;181.21;13.05;Tecnología;8;40;9;911;21;14;17
65550PM14A;A;PM14;VE7960;13/05/2018 7:12;16.83;63.73;Ferretería;37;0;22;943;30;19;34
66383PR98C;C;PR98;VE1175;17/07/2017 3:06;39.16;0.82;Frutas y verduras;7;37;4;1147;24;4;15
104153PB39A;A;PB39;VE4436;06/06/2018 4:56;109.65;7.47;Ropa de adultos;5;9;24;1520;11;0;9
112093PJ38A;A;PJ38;VE3342;09/06/2018 8:21;140.19;23.76;Mascotas;4;25;26;3108;20;23;34
58072PK65A;A;PK65;VE5999;30/11/2017 22:16;8.32;20.73;Deportes;14;18;10;426;24;2;27
48188PQ42B;B;PQ42;VE7211;18/05/2018 3:35;293.71;13.12;Lácteos;22;3;40;6968;54;12;26
6162PL83B;B;PL83;VE6571;20/07/2017 21:11;5.13;24.19;Libros;33;7;26;2048;37;3;16
98698PN95A;A;PN95;VE7348;06/11/2017 1:43;7.29;0.02;Dormitorio;4;34;11;2877;27;34;28
62409PA76A;A;PA76;VE6106;01/01/2018 23:00;7.51;16.26;Electrodomésticos;25;40;8;283;59;21;14
42829PB26B;B;PB26;VE1307;21/10/2017 9:05;41.24;1.85;Ropa de adultos;12;6;11;774;24;6;10
67307PM65A;A;PM65;VE9864;12/02/2018 15:53;34.75;77.04;Ferretería;36;6;31;2471;7;8;17
8310PM95A;A;PM95;VE6106;18/06/2018 14:34;54.3;21.73;Ferretería;6;29;20;1880;30;0;19
97978PG35A;A;PG35;VE4580;13/08/2017 3:17;135.82;14.59;Salud;6;8;30;4384;45;11;33
76485PP11A;A;PP11;VE8613;06/12/2017 20:55;18.2;23.59;Licor;36;1;4;2557;16;33;32
53252PB13A;A;PB13;VE6936;11/06/2018 6:34;26.72;51.28;Ropa de adultos;28;6;36;856;40;34;18
56545PI67B;B;PI67;VE3215;27/10/2017 19:45;300.96;60.26;Juguetes;39;30;23;416;41;18;28
32258PN18A;A;PN18;VE8544;22/10/2017 10:34;151.59;10.26;Dormitorio;33;18;3;1152;45;23;39
26781PF52A;A;PF52;VE2887;10/09/2017 12:04;7.48;6.4;Muebles;15;14;18;6296;21;17;31
97051PG65B;B;PG65;VE6495;03/10/2017 13:37;16.38;4.31;Salud;2;7;40;1429;22;16;24
34379PA25A;A;PA25;VE8634;10/10/2017 22:11;118.14;11.54;Electrodomésticos;37;23;5;1389;21;20;21
2564PS25A;A;PS25;VE3806;15/06/2018 2:40;18.11;15.87;Carnicería;27;23;21;1037;56;2;30
38939PG46A;A;PG46;VE7671;26/08/2017 4:56;59.71;10.51;Salud;18;20;30;2005;33;5;17
21030PE71A;A;PE71;VE2821;29/05/2018 20:32;307.27;2.96;Tecnología;32;16;27;2907;49;55;15
21925PR39A;A;PR39;VE8613;13/08/2017 7:16;213;28.33;Frutas y verduras;4;19;31;1131;16;21;29
2346PP30A;A;PP30;VE3276;21/04/2018 21:28;398.19;0.01;Licor;8;3;37;493;21;5;42
1376PP48A;A;PP48;VE8695;09/04/2018 11:28;214.3;15.71;Licor;33;5;28;340;48;9;41
75409PD24A;A;PD24;VE8942;26/03/2018 12:44;240.22;24.62;Celulares;38;8;21;4862;24;22;16
83414PJ76A;A;PJ76;VE4242;07/12/2017 17:03;143.88;35.78;Mascotas;11;36;15;1040;34;35;40
88611PD98A;A;PD98;VE2501;18/04/2018 18:59;126.38;10.56;Celulares;1;28;6;642;0;17;17
18616PC41A;A;PC41;VE3276;14/05/2018 3:36;179.94;1.16;Ropa infantil;13;26;8;235;25;23;15
4187PS15A;A;PS15;VE3689;05/06/2018 3:52;92.87;28.66;Carnicería;34;0;25;1707;20;3;23
39497PO81A;A;PO81;VE3582;27/12/2017 3:43;282.31;18.9;Productos ecoamigables;19;15;23;985;21;17;10
93856PK51A;A;PK51;VE8942;06/08/2017 10:22;75.43;6;Deportes;2;31;22;1418;22;19;11
105899PA65A;A;PA65;VE2068;11/03/2018 5:54;282.53;29.51;Electrodomésticos;33;31;19;1420;28;6;11
43947PH16A;A;PH16;VE8494;13/11/2017 8:28;131.57;21.08;Bebés ;12;1;2;30;24;12;31
103478PL44A;A;PL44;VE3482;13/08/2017 20:15;6.53;33.28;Libros;10;9;23;377;78;3;18
18539PI10A;A;PI10;VE6106;21/12/2017 14:03;29.38;10.8;Juguetes;27;24;33;5985;10;22;24
53980PK30A;A;PK30;VE6406;01/01/2018 6:51;33.12;24.65;Deportes;9;31;33;2157;38;24;29
58189PN38A;A;PN38;VE3880;17/10/2017 16:52;34.23;20.56;Dormitorio;0;3;40;355;34;26;36
6476PF35A;A;PF35;VE5049;15/06/2018 8:41;41.49;25.34;Muebles;34;21;10;2086;36;8;12
15785PK93A;A;PK93;VE8455;20/08/2017 8:22;72.02;1.92;Deportes;38;24;2;288;33;2;11
65064PL27D;D;PL27;VE5346;05/01/2018 5:41;165.44;3.15;Libros;22;23;6;5870;3;23;25
57269PC43I;I;PC43;VE6571;08/11/2017 22:34;185.06;4.8;Ropa infantil;18;11;8;172;10;8;37
48819PB27A;A;PB27;VE3791;19/06/2018 23:54;249.13;3.32;Ropa de adultos;12;34;1;506;15;12;11
10783PR70A;A;PR70;VE8975;04/01/2018 12:19;142.2;0.1;Frutas y verduras;11;1;4;4510;43;1;26
7099PO78A;A;PO78;VE6060;04/12/2017 17:22;38.45;50.36;Productos ecoamigables;21;32;18;7673;32;1;20
10916PO66C;C;PO66;VE4446;08/08/2017 18:36;42.93;6.03;Productos ecoamigables;24;18;34;3596;2;25;6
15055PE13A;A;PE13;VE5473;21/12/2017 14:48;120.6;41.53;Tecnología;32;4;21;7161;41;47;35
2786PH23A;A;PH23;VE4277;17/02/2018 15:45;244.26;41.27;Bebés ;6;16;34;172;35;6;38
96308PM53A;A;PM53;VE2456;25/05/2018 4:06;141.94;7;Ferretería;5;1;5;3645;53;19;13
66695PR24A;A;PR24;VE5229;17/06/2018 17:40;576.47;22.58;Frutas y verduras;31;16;1;972;25;18;20
9640PT11A;A;PT11;VE3276;22/05/2018 16:07;69.86;11.2;Tarjetas regalo;28;16;15;158;58;15;27
58947PQ79A;A;PQ79;VE2992;24/05/2018 2:59;25.64;28.01;Lácteos;8;6;16;2055;24;20;41
75261PF33A;A;PF33;VE2285;23/01/2018 3:45;90.29;1.95;Muebles;18;17;11;433;37;20;25
9941PI64A;A;PI64;VE8895;31/01/2018 16:55;90.3;3.22;Juguetes;14;0;4;613;51;12;20
17320PG72A;A;PG72;VE9769;23/01/2018 7:35;68.12;12.76;Salud;29;29;13;2542;44;37;18
23962PO82A;A;PO82;VE8568;12/08/2017 23:52;100.03;55.3;Productos ecoamigables;28;9;7;3214;26;24;9
106716PI87A;A;PI87;VE2887;22/01/2018 16:20;37.23;13.99;Juguetes;3;30;6;3814;11;12;31
37417PJ64A;A;PJ64;VE4454;28/01/2018 23:18;23.98;7.58;Mascotas;28;38;7;10240;16;32;18
35837PQ67A;A;PQ67;VE6495;26/05/2018 7:24;294.48;19.31;Lácteos;32;29;39;787;6;51;41
98397PE70A;A;PE70;VE3955;10/10/2017 14:39;55.33;12.78;Tecnología;3;22;35;1578;47;31;9
37520PT58A;A;PT58;VE8544;01/05/2018 22:18;118.01;30.29;Tarjetas regalo;35;10;28;529;38;31;9
35596PK82A;A;PK82;VE8511;29/07/2017 2:45;8.28;10.21;Deportes;17;36;0;4164;12;1;9
109835PF31B;B;PF31;VE9434;03/09/2017 17:59;73.18;10.87;Muebles;22;1;38;719;24;11;11
71204PM43A;A;PM43;VE9946;08/11/2017 1:53;615.43;3.36;Ferretería;21;25;20;1932;23;4;28
23694PQ36A;A;PQ36;VE9530;29/09/2017 15:55;57.48;26.95;Lácteos;12;20;27;1360;42;17;28
73757PS72A;A;PS72;VE2887;06/12/2017 11:00;248;0.38;Carnicería;21;12;13;355;22;8;12
6295PF78A;A;PF78;VE5049;14/09/2017 18:30;164.57;13.05;Muebles;32;17;5;62;30;31;22
65545PH78A;A;PH78;VE3295;21/07/2017 9:15;23.89;27.97;Bebés ;33;0;37;2384;41;11;20
7626PH18A;A;PH18;VE6406;20/12/2017 8:46;38.34;3.79;Bebés ;27;17;40;374;61;26;23
95773PF15A;A;PF15;VE7495;10/12/2017 18:08;20.59;42.15;Muebles;18;34;3;783;52;12;22
104611PQ57A;A;PQ57;VE3979;24/05/2018 7:16;258.61;14.88;Lácteos;35;26;38;2611;12;21;40
24924PE21B;B;PE21;VE6542;23/10/2017 17:38;98.38;5.92;Tecnología;23;0;20;2715;28;34;11
56093PJ20A;A;PJ20;VE6422;05/08/2017 21:58;292.24;50.52;Mascotas;38;4;17;3158;42;3;27
36974PC78A;A;PC78;VE2942;30/07/2017 16:43;126.44;0.14;Ropa infantil;23;21;4;5513;26;10;1
108193PH50A;A;PH50;VE3955;05/05/2018 2:53;192.02;20.69;Bebés ;18;5;18;103;23;5;14
80144PB48A;A;PB48;VE5783;16/12/2017 15:13;345.48;13.86;Ropa de adultos;33;32;1;1896;9;13;20
55273PO30A;A;PO30;VE4819;29/09/2017 5:43;44.49;0.97;Productos ecoamigables;37;28;6;670;47;6;16
50725PL77A;A;PL77;VE2738;14/02/2018 2:12;78.6;25.87;Libros;22;3;23;714;21;35;15
8004PF88A;A;PF88;VE3087;05/04/2018 9:23;78.54;11.69;Muebles;38;36;27;258;51;9;40
48427PE26A;A;PE26;VE9946;11/05/2018 15:48;37.74;10.86;Tecnología;6;13;6;4854;41;21;27
54220PG72A;A;PG72;VE8942;02/09/2017 14:28;23.12;29.68;Salud;8;13;12;1410;18;12;26
43135PG54A;A;PG54;VE1637;31/05/2018 17:59;55.89;11;Salud;16;5;20;1398;36;13;6
4014PC33D;D;PC33;VE8455;16/05/2018 19:50;154.9;10.24;Ropa infantil;18;7;14;8679;41;13;40
37114PL85A;A;PL85;VE3797;07/05/2018 3:27;136.27;10.14;Libros;37;19;38;747;0;27;11
1310PP91A;A;PP91;VE4446;11/06/2018 17:30;138.14;1.25;Licor;7;24;5;121;7;3;27
93404PQ72A;A;PQ72;VE2770;24/08/2017 20:06;174.25;16.83;Lácteos;3;6;28;262;30;14;41
5269PS92B;B;PS92;VE8325;02/10/2017 15:11;119.35;12.07;Carnicería;22;29;1;2137;9;7;15
52098PA75A;A;PA75;VE8160;24/05/2018 20:29;46.94;19.73;Electrodomésticos;33;38;30;506;27;14;5
67956PO43A;A;PO43;VE3549;26/05/2018 17:22;68.69;11.95;Productos ecoamigables;6;22;34;1401;27;30;23
36261PH21A;A;PH21;VE6422;18/08/2017 4:22;144.04;6.79;Bebés ;7;39;10;489;23;25;50
15815PM28A;A;PM28;VE7016;31/07/2017 18:34;25.08;81.2;Ferretería;0;25;20;138;56;5;6
54335PT95B;B;PT95;VE6289;01/03/2018 18:55;311.51;35.66;Tarjetas regalo;31;31;35;2074;29;12;24
93566PD24A;A;PD24;VE8511;07/02/2018 23:18;21.84;31.42;Celulares;34;23;36;739;14;30;12
106210PK87A;A;PK87;VE2456;10/09/2017 0:45;174.62;25.67;Deportes;4;20;20;1788;36;26;32
23364PE94A;A;PE94;VE4454;14/10/2017 0:28;96.94;7.06;Tecnología;30;11;23;611;2;15;10
49199PB70A;A;PB70;VE2305;10/01/2018 19:00;82.1;14.46;Ropa de adultos;4;2;14;760;20;28;31
98472PN93D;D;PN93;VE1033;14/11/2017 1:50;279.77;14.77;Dormitorio;17;9;36;906;14;13;9
107661PJ53C;C;PJ53;VE3877;06/12/2017 15:21;66.86;35.48;Mascotas;36;29;16;3480;21;11;44
97531PR97A;A;PR97;VE3159;24/07/2017 22:32;28.04;11.39;Frutas y verduras;36;26;0;6361;38;12;29
1973PC84A;A;PC84;VE2233;09/11/2017 20:05;100.85;7.12;Ropa infantil;8;8;32;4320;33;24;27
33092PI51A;A;PI51;VE6541;16/09/2017 16:47;461.37;19.83;Juguetes;22;30;39;695;16;13;21
51311PI28A;A;PI28;VE7623;03/06/2018 2:15;42.27;1.11;Juguetes;0;35;30;3149;5;28;18
53067PL57A;A;PL57;VE3482;13/08/2017 15:28;129.33;11.65;Libros;26;35;6;2290;9;6;36
75477PJ64A;A;PJ64;VE7866;09/04/2018 19:22;122.26;1.36;Mascotas;28;19;38;2436;60;26;39
110028PE86A;A;PE86;VE8895;15/09/2017 22:34;259.01;23.34;Tecnología;5;23;9;10;35;33;17
110372PI18A;A;PI18;VE1307;25/01/2018 22:28;84.94;103.43;Juguetes;24;16;33;15467;32;35;23
16732PM25A;A;PM25;VE8695;25/02/2018 3:48;105.83;14.18;Ferretería;27;19;26;3672;29;31;28
